tunefamily,pattern,frequency,salience
Daar_zou_er_een_maagdje_vroeg_opstaan_2,6_5_6_8_10_12,10,0.14076129078460992
Daar_zou_er_een_maagdje_vroeg_opstaan_2,10_12_1_6_5,10,0.14076129078460992
Daar_zou_er_een_maagdje_vroeg_opstaan_2,8_10_12_1_6,10,0.14076129078460992
Daar_zou_er_een_maagdje_vroeg_opstaan_2,1_1,33,0.13380089508283702
Daar_zou_er_een_maagdje_vroeg_opstaan_2,3_1,29,0.11330638465050516
Daar_zou_er_een_maagdje_vroeg_opstaan_2,10_8,28,0.10939926793841877
Daar_zou_er_een_maagdje_vroeg_opstaan_2,8_10,26,0.1054188870349625
Daar_zou_er_een_maagdje_vroeg_opstaan_2,12_1,25,0.09767791780215962
Daar_zou_er_een_maagdje_vroeg_opstaan_2,5_6,21,0.08514602414362356
Daar_zou_er_een_maagdje_vroeg_opstaan_2,5_3,20,0.0781423342417277
Daar_zou_er_een_maagdje_vroeg_opstaan_2,8_1,19,0.07423521752964131
Lieve_schipper_vaar_me_over_1,10_8,66,0.22065826180350437
Lieve_schipper_vaar_me_over_1,8_10,48,0.1665352559826135
Lieve_schipper_vaar_me_over_1,6_5,44,0.14710550786900292
Lieve_schipper_vaar_me_over_1,10_8_6_5_1,15,0.1459124072207305
Lieve_schipper_vaar_me_over_1,8_6,43,0.14376220087198013
Lieve_schipper_vaar_me_over_1,8_6_5_1_8_8,11,0.1324938739679286
Lieve_schipper_vaar_me_over_1,10_8_6_5_1_8,11,0.1324938739679286
Lieve_schipper_vaar_me_over_1,8_6_5_1_8,11,0.1324938739679286
Lieve_schipper_vaar_me_over_1,10_8_6,38,0.12704566588686617
Lieve_schipper_vaar_me_over_1,8_6_5_1,15,0.1255784922259311
Lieve_schipper_vaar_me_over_1,8_10_8,32,0.11521956429924386
Lieve_schipper_vaar_me_over_1,3_5,32,0.1069858239047294
Lieve_schipper_vaar_me_over_1,5_8,30,0.10408453498913345
Lieve_schipper_vaar_me_over_1,5_1,26,0.09361589599313563
Lieve_schipper_vaar_me_over_1,8_6_5,28,0.09361259591663822
Femmes_voulez_vous_eprouver,8_8,52,0.19574398221720501
Femmes_voulez_vous_eprouver,10_8,43,0.16186521606422724
Femmes_voulez_vous_eprouver,6_5,38,0.1430436793125729
Femmes_voulez_vous_eprouver,5_3,38,0.1430436793125729
Femmes_voulez_vous_eprouver,8_6,32,0.1204578352105877
Femmes_voulez_vous_eprouver,3_1,32,0.1204578352105877
Femmes_voulez_vous_eprouver,8_10,30,0.11719120633081785
Femmes_voulez_vous_eprouver,5_5,27,0.10547208569773607
Femmes_voulez_vous_eprouver,5_8,27,0.10547208569773607
Femmes_voulez_vous_eprouver,8_6_5,28,0.10540060580926425
En_er_waren_eens_twee_zoeteliefjes,3_1_3_5_5,26,0.24918731191700896
En_er_waren_eens_twee_zoeteliefjes,8_8,74,0.22182533915594607
En_er_waren_eens_twee_zoeteliefjes,1_1,52,0.16176012447231194
En_er_waren_eens_twee_zoeteliefjes,1_3,50,0.14988198591617977
En_er_waren_eens_twee_zoeteliefjes,1_3_5_5,27,0.14656994126754488
En_er_waren_eens_twee_zoeteliefjes,5_5,47,0.14620626634997427
En_er_waren_eens_twee_zoeteliefjes,1_3_1_3_5_5,13,0.14039435402047673
En_er_waren_eens_twee_zoeteliefjes,10_10,41,0.1323619888718684
En_er_waren_eens_twee_zoeteliefjes,1_3_1_3_5,13,0.12459365595850448
En_er_waren_eens_twee_zoeteliefjes,1_1_3_1_3_5,13,0.12459365595850448
En_er_waren_eens_twee_zoeteliefjes,6_8,35,0.11299194171988763
En_er_waren_eens_twee_zoeteliefjes,5_6,34,0.10576623523189627
En_er_waren_eens_twee_zoeteliefjes,8_6,35,0.10491739014132584
En_er_waren_eens_twee_zoeteliefjes,3_5,31,0.09292683126803146
En_er_waren_eens_twee_zoeteliefjes,8_10,29,0.0902123771095586
Het_was_op_een_driekoningenavond_1,5_3,63,0.2736404060998269
Het_was_op_een_driekoningenavond_1,3_1,48,0.208487928457011
Het_was_op_een_driekoningenavond_1,5_3_1,43,0.18677043590940567
Het_was_op_een_driekoningenavond_1,6_5_3,31,0.16222370480382511
Het_was_op_een_driekoningenavond_1,3_5,37,0.1607094448522793
Het_was_op_een_driekoningenavond_1,6_5,35,0.15202244783323718
Het_was_op_een_driekoningenavond_1,8_6,30,0.13030495528563188
Het_was_op_een_driekoningenavond_1,8_8,30,0.13030495528563188
Het_was_op_een_driekoningenavond_1,8_6_5_3,24,0.1255925456545743
Het_was_op_een_driekoningenavond_1,1_3,28,0.12161795826658975
Het_was_op_een_driekoningenavond_1,8_6_5,28,0.12161795826658975
Daar_was_laatstmaal_een_ruiter_2,5_5,112,0.294684059064378
Daar_was_laatstmaal_een_ruiter_2,5_5_5,74,0.25355073950340595
Daar_was_laatstmaal_een_ruiter_2,5_5_5_5,54,0.24793931747297496
Daar_was_laatstmaal_een_ruiter_2,5_5_5_5_5,37,0.23490886063615354
Daar_was_laatstmaal_een_ruiter_2,3_3,80,0.2028336067718976
Daar_was_laatstmaal_een_ruiter_2,5_3,69,0.17494398584076168
Daar_was_laatstmaal_een_ruiter_2,8_8,62,0.15719604524822064
Daar_was_laatstmaal_een_ruiter_2,5_5_5_5_5_5,20,0.14753825008046303
Daar_was_laatstmaal_een_ruiter_2,3_3_3,37,0.13720950699159506
Daar_was_laatstmaal_een_ruiter_2,3_5,45,0.11409390380919239
Daar_was_laatstmaal_een_ruiter_2,3_1,44,0.11155848372454368
Daar_was_laatstmaal_een_ruiter_2,6_5,44,0.11155848372454368
Daar_was_laatstmaal_een_ruiter_2,1_1,42,0.11050652214914175
Zolang_de_boom_zal_bloeien_1,12_10,70,0.20014617141591606
Zolang_de_boom_zal_bloeien_1,8_1,57,0.16297616815296023
Zolang_de_boom_zal_bloeien_1,1_12,54,0.1543984750922781
Zolang_de_boom_zal_bloeien_1,10_8_10_12_1,21,0.15035445116817153
Zolang_de_boom_zal_bloeien_1,12_10_8_10_12_1,21,0.15035445116817153
Zolang_de_boom_zal_bloeien_1,5_8_1,36,0.1446677796582029
Zolang_de_boom_zal_bloeien_1,8_5_8_1,21,0.14109865065159558
Zolang_de_boom_zal_bloeien_1,10_8,48,0.1372430889709139
Zolang_de_boom_zal_bloeien_1,1_12_10_8_10_12,18,0.12887524385843274
Zolang_de_boom_zal_bloeien_1,12_10_8_10_12,21,0.12600876445899464
Zolang_de_boom_zal_bloeien_1,12_10_8,39,0.1157184341316699
Zolang_de_boom_zal_bloeien_1,10_12,37,0.11393337540653306
Zolang_de_boom_zal_bloeien_1,5_8,38,0.1127512947949604
Zolang_de_boom_zal_bloeien_1,12_1,39,0.11151000978886753
Zolang_de_boom_zal_bloeien_1,1_12_10,38,0.10865077876864015
Vaarwel_bruidje_schoon,8_10_10_8_10,23,0.21937473732112125
Vaarwel_bruidje_schoon,10_8,66,0.1968926800617561
Vaarwel_bruidje_schoon,10_10_8_10_10,16,0.17196199456920963
Vaarwel_bruidje_schoon,8_10_10_8_10_10,16,0.17196199456920963
Vaarwel_bruidje_schoon,8_10,53,0.16407794155135688
Vaarwel_bruidje_schoon,10_8_10_10,16,0.15260851291904087
Vaarwel_bruidje_schoon,1_5_8_1_8,13,0.13971912058748281
Vaarwel_bruidje_schoon,10_10_8_10,23,0.1367652079302176
Vaarwel_bruidje_schoon,8_10_10,30,0.11635503525824738
Vaarwel_bruidje_schoon,8_1,37,0.11037922973159053
Vaarwel_bruidje_schoon,8_6,35,0.10441278488123429
Vaarwel_bruidje_schoon,1_8,33,0.09844634003087804
Vaarwel_bruidje_schoon,10_10,30,0.09638442986881429
Vaarwel_bruidje_schoon,5_8,28,0.08668268610260363
Vaarwel_bruidje_schoon,3_1,29,0.08651345033016555
Vaarwel_bruidje_schoon,10_10_8,24,0.07710754389505145
Er_reed_er_eens_een_ruiter_1,5_3,173,0.2800706625068684
Er_reed_er_eens_een_ruiter_1,3_1,109,0.17646070643496334
Er_reed_er_eens_een_ruiter_1,5_5,97,0.16296034828508868
Er_reed_er_eens_een_ruiter_1,5_3_1,91,0.14732040628974002
Er_reed_er_eens_een_ruiter_1,3_5,84,0.1359880673443754
Er_reed_er_eens_een_ruiter_1,8_8,75,0.12141791727176376
Er_reed_er_eens_een_ruiter_1,8_8_1_5_5_5,23,0.11904810709727942
Er_reed_er_eens_een_ruiter_1,5_5_5,54,0.11814042011422977
Er_reed_er_eens_een_ruiter_1,3_1_3_3_5,20,0.1166482875154994
Er_reed_er_eens_een_ruiter_1,1_3_3_5_8,26,0.11307468151322816
Er_reed_er_eens_een_ruiter_1,1_3,69,0.11170448389002266
Er_reed_er_eens_een_ruiter_1,1_5,62,0.10416022261521132
Er_reed_er_eens_een_ruiter_1,6_5,61,0.09875323938103453
Er_reed_er_eens_een_ruiter_1,8_1,60,0.09713433381741102
Heer_Halewijn_2,8_8,40,0.23155428334691655
Heer_Halewijn_2,6_5,26,0.15051028417549575
Heer_Halewijn_2,8_8_1_3_3,8,0.1480662091408473
Heer_Halewijn_2,8_8_1_3_3_5,8,0.1480662091408473
Heer_Halewijn_2,8_8_1_3,12,0.14578279935767297
Heer_Halewijn_2,5_5,23,0.13816860031910083
Heer_Halewijn_2,3_3,23,0.13314371292447702
Heer_Halewijn_2,5_3,23,0.13314371292447702
Heer_Halewijn_2,1_3,22,0.1273548558408041
Heer_Halewijn_2,1_3_3_5_10_8,6,0.1251327342351604
Heer_Halewijn_2,8_1,21,0.1215659987571312
Heer_Halewijn_2,3_5,21,0.1215659987571312
Heer_Halewijn_2,3_1,16,0.09262171333876662
Heer_Halewijn_2,10_8,16,0.09262171333876662
Kom_laat_ons_nu_zo_stil_niet_zijn_1,10_8,75,0.21478077715909222
Kom_laat_ons_nu_zo_stil_niet_zijn_1,8_8,62,0.1775521091181829
Kom_laat_ons_nu_zo_stil_niet_zijn_1,5_3,54,0.1546421595545464
Kom_laat_ons_nu_zo_stil_niet_zijn_1,3_5,50,0.14318718477272815
Kom_laat_ons_nu_zo_stil_niet_zijn_1,6_5_3,41,0.14145911854489004
Kom_laat_ons_nu_zo_stil_niet_zijn_1,3_5_7_8,13,0.13412333835381696
Kom_laat_ons_nu_zo_stil_niet_zijn_1,5_7_8,13,0.13412333835381696
Kom_laat_ons_nu_zo_stil_niet_zijn_1,3_5_7,13,0.13412333835381696
Kom_laat_ons_nu_zo_stil_niet_zijn_1,6_5,43,0.1231409789045462
Kom_laat_ons_nu_zo_stil_niet_zijn_1,8_10,41,0.12184471519297299
Kom_laat_ons_nu_zo_stil_niet_zijn_1,8_1,38,0.10882226042727339
Kom_laat_ons_nu_zo_stil_niet_zijn_1,12_10,36,0.10309477303636426
Kom_laat_ons_nu_zo_stil_niet_zijn_1,8_10_8,33,0.10177663292952441
Er_was_een_herderinnetje_1,8_8,98,0.2175334676751718
Er_was_een_herderinnetje_1,10_8,73,0.16204023612538307
Er_was_een_herderinnetje_1,8_8_8,64,0.15299596397022389
Er_was_een_herderinnetje_1,12_12_10_10_8,25,0.13895934679789795
Er_was_een_herderinnetje_1,12_12_10,32,0.12863279335552216
Er_was_een_herderinnetje_1,8_8_8_8_10_10,16,0.12795193146649644
Er_was_een_herderinnetje_1,10_10,51,0.12191865878877217
Er_was_een_herderinnetje_1,8_8_8_8,39,0.12167032905985652
Er_was_een_herderinnetje_1,12_12_10_10,26,0.12111712877502315
Er_was_een_herderinnetje_1,10_10_8,50,0.11952809685173742
Er_was_een_herderinnetje_1,3_5,53,0.1176456508855521
Er_was_een_herderinnetje_1,5_3,53,0.1176456508855521
Er_was_een_herderinnetje_1,8_1,52,0.11542592162356055
Er_was_een_herderinnetje_1,12_10,48,0.10654700457559435
Er_was_een_herderinnetje_1,1_12,42,0.09322862900364505
Er_was_een_meisje_van_zestien_jaren_1,5_3,89,0.33284572901283166
Er_was_een_meisje_van_zestien_jaren_1,3_1,60,0.22439037910977416
Er_was_een_meisje_van_zestien_jaren_1,5_3_1,60,0.22439037910977416
Er_was_een_meisje_van_zestien_jaren_1,5_3_1_3_5_3,19,0.19088732521671264
Er_was_een_meisje_van_zestien_jaren_1,3_1_3_5_3,19,0.17793211085456745
Er_was_een_meisje_van_zestien_jaren_1,1_3,41,0.15333342572501235
Er_was_een_meisje_van_zestien_jaren_1,8_6,41,0.15333342572501235
Er_was_een_meisje_van_zestien_jaren_1,6_5_3_1,32,0.14975089010532416
Er_was_een_meisje_van_zestien_jaren_1,6_5_3,32,0.14418361333492086
Er_was_een_meisje_van_zestien_jaren_1,6_8_6_5_3_1,14,0.14065381858073564
Er_was_een_meisje_van_zestien_jaren_1,6_5,37,0.13837406711769407
Er_was_een_meisje_van_zestien_jaren_1,1_1,32,0.12419143766057199
Er_was_een_meisje_van_zestien_jaren_1,3_5,31,0.11593502920671665
Heer_Halewijn_4,5_3,27,0.20734103465294307
Heer_Halewijn_4,3_1,20,0.15358595159477265
Heer_Halewijn_4,4_2,7,0.1346068884477958
Heer_Halewijn_4,5_5,15,0.1195367518361378
Heer_Halewijn_4,12_10,14,0.10751016611634086
Heer_Halewijn_4,3_3,14,0.10751016611634086
Heer_Halewijn_4,3_5,14,0.10751016611634086
Heer_Halewijn_4,5_3_1,13,0.09983086853660222
Heer_Halewijn_4,1_3,12,0.09215157095686359
Heer_Halewijn_4,10_8,12,0.09215157095686359
Heer_Halewijn_4,1_1,10,0.07969116789075854
Daar_ging_een_heer_1,5_5,75,0.24555302118616495
Daar_ging_een_heer_1,5_3,73,0.23031285782810115
Daar_ging_een_heer_1,3_5,59,0.1861432686555886
Daar_ging_een_heer_1,5_5_5,42,0.17907206841069345
Daar_ging_een_heer_1,1_3,56,0.1766783566900502
Daar_ging_een_heer_1,3_1,56,0.1766783566900502
Daar_ging_een_heer_1,1_3_5,41,0.13423565158177017
Daar_ging_een_heer_1,8_1_3,34,0.13422725025538368
Daar_ging_een_heer_1,8_1_3_5,30,0.1330260351887969
Daar_ging_een_heer_1,5_3_1,42,0.13250876751753765
Daar_ging_een_heer_1,6_5,41,0.12935379686235818
Daar_ging_een_heer_1,8_1,36,0.11357894358646084
O_God_ik_leef_in_nood,12_12_12,16,0.15314353654119037
O_God_ik_leef_in_nood,12_12,25,0.14893505585455583
O_God_ik_leef_in_nood,12_3,21,0.14805139673421164
O_God_ik_leef_in_nood,10_8,33,0.13441208265689847
O_God_ik_leef_in_nood,12_12_12_12,9,0.13206682466921071
O_God_ik_leef_in_nood,8_1,32,0.13033898924305307
O_God_ik_leef_in_nood,1_12,26,0.10590042875998061
O_God_ik_leef_in_nood,3_1,25,0.1018273353461352
O_God_ik_leef_in_nood,12_10,23,0.09368114851844438
O_God_ik_leef_in_nood,10_10,21,0.09211782139601281
O_God_ik_leef_in_nood,8_6,21,0.08553496169075357
O_God_ik_leef_in_nood,5_3,20,0.08146186827690816
Ik_kwam_laatst_eens_in_de_stad,8_8,93,0.27719663721900667
Ik_kwam_laatst_eens_in_de_stad,8_8_10_8_8,33,0.21800485926314422
Ik_kwam_laatst_eens_in_de_stad,10_8,73,0.21758445717190847
Ik_kwam_laatst_eens_in_de_stad,8_10_8_8,35,0.18891862167818202
Ik_kwam_laatst_eens_in_de_stad,10_8_8_10_8_8,17,0.16200449808189807
Ik_kwam_laatst_eens_in_de_stad,8_8_10_8_8_10,15,0.16107313963690068
Ik_kwam_laatst_eens_in_de_stad,8_10,47,0.14537561369354335
Ik_kwam_laatst_eens_in_de_stad,8_8_10_8,36,0.13950372428137586
Ik_kwam_laatst_eens_in_de_stad,5_8,45,0.13918941736615853
Ik_kwam_laatst_eens_in_de_stad,10_10,41,0.1316099907502303
Ik_kwam_laatst_eens_in_de_stad,10_8_8,42,0.1299101228750813
Ik_kwam_laatst_eens_in_de_stad,8_8_10,38,0.12660361879276663
Ik_kwam_laatst_eens_in_de_stad,8_10_8,39,0.1251899912014386
Er_was_een_koopman_rijk_en_machtig,8_8,72,0.2050881190218463
Er_was_een_koopman_rijk_en_machtig,10_8,71,0.20223967292432066
Er_was_een_koopman_rijk_en_machtig,6_5,68,0.19369433463174374
Er_was_een_koopman_rijk_en_machtig,8_6,49,0.1395738587787565
Er_was_een_koopman_rijk_en_machtig,6_5_1_1_3,13,0.13340687587629924
Er_was_een_koopman_rijk_en_machtig,5_3,45,0.12818007438865395
Er_was_een_koopman_rijk_en_machtig,8_10,43,0.12710573766197203
Er_was_een_koopman_rijk_en_machtig,5_6,39,0.11528194811202117
Er_was_een_koopman_rijk_en_machtig,10_10,37,0.11350362256802025
Er_was_een_koopman_rijk_en_machtig,3_5,39,0.11108939780350008
Er_was_een_koopman_rijk_en_machtig,1_1,33,0.09754626378709483
Wat_zag_ik_daar_van_verre_1,10_8,47,0.1632664757173536
Wat_zag_ik_daar_van_verre_1,3_5,42,0.14589770170486915
Wat_zag_ik_daar_van_verre_1,5_3,41,0.14242394690237228
Wat_zag_ik_daar_van_verre_1,3_10_8_6_5_3,11,0.13766346656390263
Wat_zag_ik_daar_van_verre_1,10_10_8_5_1,13,0.13139148424234476
Wat_zag_ik_daar_van_verre_1,3_5_6_8_10_10,13,0.13139148424234476
Wat_zag_ik_daar_van_verre_1,8_6,37,0.12852892769238475
Wat_zag_ik_daar_van_verre_1,6_5_3,30,0.12555481130851506
Wat_zag_ik_daar_van_verre_1,8_6_5_3,30,0.12555481130851506
Wat_zag_ik_daar_van_verre_1,3_5_6_8_10,17,0.12393109677777704
Wat_zag_ik_daar_van_verre_1,1_3,35,0.12158141808739097
Wat_zag_ik_daar_van_verre_1,3_5_6,31,0.12037002983608817
Wat_zag_ik_daar_van_verre_1,6_8,32,0.11971515483995747
Wat_zag_ik_daar_van_verre_1,6_5,34,0.11810766328489408
Wat_zag_ik_daar_van_verre_1,5_6,32,0.11535537433840345
Wat_zag_ik_daar_van_verre_1,8_6_5,32,0.11116015367990031
